,Developer,Game Title
3198,Spike,Conception II: Children of the Seven Stars
3199,Spike Chunsoft,Conception II: Children of the Seven Stars
3200,Born Ready Games,Strike Suit Zero
3201,Opus,Half Minute Hero: The Second Coming
3202,Marvelous,Half Minute Hero: The Second Coming
3203,Pinkerton Road Studio,Moebius: Empire Rising
3204,TT Games,LEGO The Hobbit
3205,Feral Interactive,LEGO The Hobbit
3206,EA Canada,2014 FIFA World Cup Brazil
3207,RedLynx,Trials Fusion
3208,Infinite Monkeys,Life Goes On
3209,Gearbox Software,Borderlands 2
3210,Aspyr,Borderlands 2
3211,Iron Galaxy Studios,Borderlands 2
3212,Experience Inc.,Demon Gaze
3213,Indies Zero ,NES Remix 2
3214,Revolution Software,Broken Sword 5: The Serpent's Curse
3215,Camelot Software Planning,Mario Golf: World Tour
3216,ZeniMax Media,The Elder Scrolls Online
3217,Iron Galaxy Studios,Batman: Arkham Origins
3218,WB Games Montreal,Batman: Arkham Origins
3219,Human Head Studios,Batman: Arkham Origins
3220,HAL Labs,Kirby: Triple Deluxe
3221,Ubisoft Montreal,Child of Light
3222,Phosfiend Systems,FRACT OSC
3223,Zombie Studios,Daylight
3224,Square Enix,Final Fantasy XIV Online: A Realm Reborn
3225,From Software,Dark Souls II
3226,Namco Bandai Games,Dark Souls II
3227,CyberConnect2,JoJo's Bizarre Adventure All-Star Battle
3228,Beenox,The Amazing Spider-Man 2
3229,Gameloft,The Amazing Spider-Man 2
3230,Spiders,Bound by Flame
3231,Rockstar North,Grand Theft Auto V
3232,Respawn Entertainment,Titanfall
3233,Bluepoint Games,Titanfall
3234,Die Gute Fabrik,Sportsfriends
3235,Wargaming.net,World of Tanks
3236,Cardboard Computer,Kentucky Route Zero - Act III
3237,Capybara Games,Super Time Force
3238,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series
3239,Nintendo,Mario Kart 8
3240,NinjaBee,Nutjitsu
3241,Big Robot Ltd,"Sir, You Are Being Hunted"
3242,Supergiant Games,Transistor
3243,Puny Human Games,Blade Symphony
3244,MachineGames,Wolfenstein: The New Order
3245,Centauri Production,Memento Mori 2 - Guardian of Immortality
3246,Notch,Minecraft
3247,Mojang AB,Minecraft
3248,4J Studios,Minecraft
3249,Ino-Co,Warlock 2: The Exiled
3250,Paradox Interactive,Warlock 2: The Exiled
3251,Haemimont,Tropico 5
3252,Kalypso,Tropico 5
3253,Ubisoft Montreal,Watch Dogs
3254,Ubisoft,Watch Dogs
3255,Ubisoft Romania,Watch Dogs
3256,Nowhere Studios,Monochroma
3257,Telltale Games,The Wolf Among Us
3258,Access Games,Drakengard 3
3259,Schulenburg Software,Where is My Heart?
3260,Die Gute Fabrik,Where is My Heart?
3261,killjoygames,Air Control
3262,NeocoreGames,The Incredible Adventures of Van Helsing II
3263,Krillbite Studio,Among the Sleep
3264,Defrost Games,Project Temporality
3265,Capcom,Ultra Street Fighter IV
3266,QLOC,Ultra Street Fighter IV
3267,Other Ocean Interactive,Ultra Street Fighter IV
3268,Airtight Games,Murdered: Soul Suspect
3269,Intelligent Systems,Pushmo World
3270,Nintendo,Tomodachi Life
3271,Zerodiv,Mind Zero
3272,Exkee,Kill the Bad Guy
3273,Gearbox Software,Borderlands 2
3274,Aspyr,Borderlands 2
3275,Iron Galaxy Studios,Borderlands 2
3276,Nicalis,1001 Spikes
3277,Passtech Games,Space Run
3278,Devolver Digital,Always Sometimes Monsters
3279,Vagabond Dog,Always Sometimes Monsters
3280,PixelPlus,Entwined
3281,Capcom Vancouver,Dead Rising 3
3282,CI Games,Enemy Front
3283,11 bit studios,Anomaly Defenders
3284,Longbow Digital Arts,Hegemony Rome: The Rise of Caesar
3285,Gojira,Munin
3286,ZeniMax Media,The Elder Scrolls Online
3287,"Phosphor Games Studio, LLC",Nether
3288,Feral Interactive,GRID Autosport
3289,Codemasters,GRID Autosport
3290,Ubisoft Montpellier,Valiant Hearts: The Great War
3291,DrinkBox Studios,Tales From Space: Mutant Blobs Attack
3292,Electronic Arts,EA Sports UFC
3293,EA Sports,EA Sports UFC
3294,Scientifically Proven,Blood of the Werewolf
3295,Arc System Works,Magical Beat
3296,Yacht Club Games,Shovel Knight
3297,Guerrilla,Killzone: Shadow Fall
3298,Carbine Studios,WildStar
3299,Project Aces ,Ace Combat Infinity
3300,Edge of Reality,Transformers: Rise of the Dark Spark
3301,Goldhawk Interactive,Xenonauts
3302,MEGAFUZZ,Spoiler Alert
3303,Ubisoft Montreal,Child of Light
3304,Telltale Games,The Wolf Among Us
3305,Denby / Raze,Richard & Alice
3306,Gaijin Entertainment,War Thunder
3307,Rebellion,Sniper Elite III
3308,Wales Interactive Ltd.,Infinity Runner
3309,Crunching Koalas,MouseCraft
3310,Larian Studios,Divinity: Original Sin
3311,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series
3312,The Odd Gentlemen,Wayward Manor
3313,Moonshark,Wayward Manor
3314,Pyrodactyl,Unrest
3315,Pyrodactyl Games,Unrest
3316,Interabang Entertainment,Super ComboMan
3317,From Software,Dark Souls II
3318,Namco Bandai Games,Dark Souls II
3319,Digital Dialect,Oddworld: Abe's Oddysee
3320,Oddworld Inhabitants,Oddworld: Abe's Oddysee
3321,1C-Softclub,King's Bounty: Dark Side
3322,Naughty Dog,The Last of Us
3323,Mojo Bones,Siesta Fiesta
3324,Devolver Digital,Gods Will Be Watching
3325,Creability,Only If
3326,Cellar Door Games,Rogue Legacy
3327,Wizards of the Coast,Magic: Duels of the Planeswalkers 2015
3328,"Spry Fox, LLC",Road Not Taken
3329,Spry Fox,Road Not Taken
3330,Digital Dreams,Metrico
3331,Robotality,Halfway
3332,Nintendo,Wii Sports Club
3333,Deep Silver,Sacred 3
3334,Keen Games,Sacred 3
3335,Piranha Bytes,Risen 3: Titan Lords
3336,Honeyslug Ltd,Hohokum
3337,Blizzard Entertainment,Diablo III
3338,Activision,Diablo III
3339,4A Games,Metro Redux
3340,HB Studios Multimedia,The Golf Club
3341,Carlos Coronado,MIND: Path to Thalamus
3342,Acquire,Akiba's Trip: Undead & Undressed
3343,Bossa Studios Ltd,Surgeon Simulator 2013
3344,Bossa Studios,Surgeon Simulator 2013
3345,Zojoi Studios,Shadowgate
3346,ICOM Simulations,Shadowgate
3347,Infinite Ventures,Shadowgate
3348,Threaks,Shadowgate
3349,Ubisoft,Might & Magic: Duel of Champions
3350,Dynamighty,CounterSpy
3351,Abstraction Games,Danganronpa 2: Goodbye Despair
3352,Spike Chunsoft,Danganronpa 2: Goodbye Despair
3353,Spike,Danganronpa 2: Goodbye Despair
3354,Sucker Punch,inFamous: Second Son
3355,Red 5 Studios,Firefall
3356,EA Sports,Madden NFL 15
3357,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series
3358,From Software,Dark Souls II
3359,Namco Bandai Games,Dark Souls II
3360,Inti,Azure Striker Gunvolt
3361,FuturLab,Velocity 2X
3362,Mimimi Productions,The Last Tinker: City of Colors
3363,LOOT Entertainment,The Last Tinker: City of Colors
3364,Capcom Vancouver,Dead Rising 3
3365,Bungie Software,Destiny
3366,Activision,Destiny
3367,Harmonix Music Systems,Dance Central Spotlight
3368,EA Sports,NHL 15
3369,Maxis,The Sims 4
3370,Indies Zero ,Theatrhythm Final Fantasy: Curtain Call
3371,Cryptic Studios,Neverwinter
3372,Ovosonico,Murasaki Baby
3373,Human Head Studios,Minimum
3374,Xaviant Games,Lichdom: Battlemage
3375,Turtle Sandbox LLC,Cannon Brawl
3376,Omega Force,Hyrule Warriors
3377,"TECMO KOEI GAMES CO., LTD.",Hyrule Warriors
3378,No Goblin,Roundabout
3379,Avalanche Software,Disney Infinity 2.0 Edition
3380,Access Games,D4: Dark Dreams Don't Die
3381,EA Sports,FIFA 15
3382,Kadokawa Shoten,Natural Doctrine
3383,InXile Entertainment,Wasteland 2
3384,Notch,Minecraft
3385,Mojang AB,Minecraft
3386,4J Studios,Minecraft
3387,Bandai Namco Games,Super Smash Bros. for Nintendo 3DS
3388,Monolith Productions,Middle-earth: Shadow of Mordor
3389,Behaviour Interactive,Middle-earth: Shadow of Mordor
3390,Demon Wagon Studios,Kraven Manor
3391,Ubisoft Montreal,Watch Dogs
3392,Ubisoft,Watch Dogs
3393,Ubisoft Romania,Watch Dogs
3394,Green Lava Studios,Fenix Rage
3395,Sumo Digital,Forza Horizon 2
3396,PLAYGROUND,Forza Horizon 2
3397,FLOW COMBINE,SPACECOM
3398,Warner Bros. Interactive Entertainment,Gauntlet
3399,Arrowhead Game Studios,Gauntlet
3400,The Astronauts,The Vanishing of Ethan Carter
3401,FireFly Studios,Stronghold: Crusader II
3402,Scott Cawthon,Five Nights at Freddy's
3403,animdude,Five Nights at Freddy's
3404,Feral Interactive,Alien: Isolation
3405,Creative Assembly,Alien: Isolation
3406,Sega,Alien: Isolation
3407,Arc System Works,Persona 4 Arena Ultimax
3408,Cyanide,Styx: Master of Shadows
3409,Evolution Studios,Driveclub
3410,Double Fine Productions,Hack 'n' Slash
3411,2K Games,NBA 2K15
3412,2K Sports,NBA 2K15
3413,Visual Concepts,NBA 2K15
3414,Level 5,Fantasy Life
3415,Frogwares,Sherlock Holmes: Crimes & Punishments
3416,Double Fine Productions,Costume Quest 2
3417,From Software,Dark Souls II
3418,Namco Bandai Games,Dark Souls II
3419,Gearbox Software,Borderlands: The Pre-Sequel
3420,Aspyr,Borderlands: The Pre-Sequel
3421,2K Australia,Borderlands: The Pre-Sequel
3422,PlatinumGames,Bayonetta 2
3423,Crispy's,Short Peace: Ranko Tsukigime's Longest Day
3424,Crytek,Ryse: Son of Rome
3425,Amplitude Studios ,Endless Legend
3426,Feral Interactive,Sleeping Dogs
3427,United Front Games,Sleeping Dogs
3428,Rat King Entertainment,TRI
3429,Little Orbit,Falling Skies: The Game
3430,Harmonix Music Systems,Fantasia: Music Evolved
3431,Codemasters Birmingham,F1 2014
3432,Harmonix Music Systems,A City Sleeps
3433,PlatinumGames,The Legend of Korra
3434,LOOT Entertainment,Fluster Cluck
3435,Firaxis Games,Sid Meier's Civilization: Beyond Earth
3436,Aspyr,Sid Meier's Civilization: Beyond Earth
3437,Tango Gameworks,The Evil Within
3438,Almost Human,Legend of Grimrock II
3439,"Infinitap Games, LLC",Neverending Nightmares
3440,Insomniac Games,Sunset Overdrive
3441,Deck 13,Lords of the Fallen
3442,City Interactive,Lords of the Fallen
3443,Notch,Minecraft
3444,Mojang AB,Minecraft
3445,4J Studios,Minecraft
3446,Idea Factory,Fairy Fencer F
3447,Compile Heart,Fairy Fencer F
3448,Toys for Bob,Skylanders Trap Team
3449,Sledgehammer Games,Call of Duty: Advanced Warfare
3450,High Moon Studios,Call of Duty: Advanced Warfare
3451,Red Thread Games,Dreamfall Chapters
3452,Uber Entertainment,Planetary Annihilation
3453,Sports Interactive,Football Manager 2015
3454,Indies Zero ,Ultimate NES Remix
3455,Amplitude Studios ,Dungeon of the Endless
3456,Pinkerton Road Studio,Gabriel Knight: Sins of the Fathers
3457,Sierra Entertainment,Gabriel Knight: Sins of the Fathers
3458,QLOC,WWE 2K15
3459,Yuke's,WWE 2K15
3460,Depth Team,Depth
3461,EA Sports,NBA Live 15
3462,Konami,Pro Evolution Soccer 2015
3463,Giant Sparrow,The Unfinished Swan
3464,Armature Studio,The Unfinished Swan
3465,Ubisoft Montreal,Assassin's Creed Unity
3466,BioWare,Dragon Age: Inquisition
3467,Electronic Arts,Dragon Age: Inquisition
3468,Ubisoft,Assassin's Creed Rogue
3469,Ubisoft Sofia,Assassin's Creed Rogue
3470,Big Red Button Entertainment,Sonic Boom: Rise of Lyric
3471,Nexus Game Studio,Randal's Monday
3472,343 Industries,Halo: The Master Chief Collection
3473,Rockstar North,Grand Theft Auto V
3474,Ubisoft Montreal,Far Cry 4
3475,Freebird Games,A Bird Story
3476,TT Games,LEGO Batman 3: Beyond Gotham
3477,Feral Interactive,LEGO Batman 3: Beyond Gotham
3478,11 bit studios,This War of Mine
3479,Sumo Digital,LittleBigPlanet 3
3480,Game Freak,Pokemon Alpha Sapphire / Omega Ruby
3481,Fatshark AB,Escape Dead Island
3482,Full Control ApS,Space Hulk Ascension
3483,E-Line Media,Never Alone
3484,Upper One Games,Never Alone
3485,Dimps Corporation,Freedom Wars
3486,SCE Japan Studio,Freedom Wars
3487,WayForward,Adventure Time: The Secret of the Nameless Kingdom
3488,Nicalis,The Binding of Isaac: Rebirth
3489,QLOC,WWE 2K15
3490,Yuke's,WWE 2K15
3491,Super Soul,Speakeasy
3492,Telltale Games,Tales from the Borderlands: A Telltale Game Series
3493,Phantom Compass,Rollers of the Realm
3494,Bandai Namco Games,Super Smash Bros. for Wii U
3495,Lucid Games,Geometry Wars 3: Dimensions
3496,Nintendo EAD Tokyo ,Captain Toad: Treasure Tracker
3497,Telltale Games,Game of Thrones: A Telltale Games Series
3498,Fourlights,Defenders of Time
3499,Telltale Games,The Wolf Among Us
3500,EKO Software,How to Survive
3501,Nixxes Software,Lara Croft and the Temple of Osiris
3502,Crystal Dynamics,Lara Croft and the Temple of Osiris
3503,NATSUME ATARI Inc.,Phoenix Wright: Ace Attorney Trilogy
3504,Flying Wild Hog,JUJU
3505,Ubisoft Reflections,The Crew
3506,Ubisoft,The Crew
3507,Ivory Tower,The Crew
3508,PLAYDEAD,LIMBO
3509,Switchblade Monkeys,Secret Ponchos
3510,Games Farm,Shadows: Heretic Kingdoms
3511,Activision,Destiny
3512,Bungie Software,Destiny
3513,Croteam,The Talos Principle
3514,Popcannibal,Elegy for a Dead World
3515,Haemimont,Tropico 5
3516,Kalypso,Tropico 5
3517,Ubisoft San Francisco,Tetris Ultimate
3518,Blizzard Entertainment,World of Warcraft
3519,Edge of Reality,Loadout
3520,Insomniac Games,Sunset Overdrive
3521,Ludosity Interactive,Scrolls
3522,Mojang AB,Scrolls
3523,ATLUS,Persona Q: Shadow of the Labyrinth
3524,Press Play,Kalimba
3525,Finji,Lost Constellation
3526,Ubisoft Montreal,Assassin's Creed Unity
3527,Square Enix,Kingdom Hearts HD 2.5 ReMIX
3528,Capcom,Resident Evil
3529,NexTech,Resident Evil
3530,Volition Inc.,Saints Row IV
3531,Deep Silver,Saints Row IV
3532,Double Fine Productions,Grim Fandango
3533,LucasArts,Grim Fandango
3534,Daedalic Entertainment,Blackguards 2
3535,Atomicom,Switch Galaxy
3536,Wonderstruck Games,The Marvellous Miss Take
3537,GREZZO,The Legend of Zelda: Majora's Mask
3538,Nintendo,The Legend of Zelda: Majora's Mask
3539,Ivy Games LLC,Gravity Ghost
3540,Feral Interactive,Life is Strange
3541,DONTNOD Entertainment,Life is Strange
3542,Psyonix,Nosgoth
3543,Petroglyph,Grey Goo
3544,Techland,Dying Light
3545,Eden Industries,Citizens of Earth
3546,Telltale Games,Game of Thrones: A Telltale Games Series
3547,Capcom,Monster Hunter 4 Ultimate
3548,NeocoreGames,Deathtrap
3549,Frontier Developments,Elite: Dangerous
3550,Other Ocean Interactive,#IDARB
3551,Alientrap,Apotheon
3552,Turtle Rock Studios,Evolve
3553,Reality Pump,Raven's Cry
3554,Mouldy Toof Studios,The Escapists
3555,Creative Assembly,Total War: Attila
3556,Image Epoch,Criminal Girls: Invite Only
3557,HAL Labs,Kirby and the Rainbow Curse
3558,Ubisoft,Heroes of Might and Magic III
3559,New World Computing,Heroes of Might and Magic III
3560,SCE Santa Monica,The Order: 1886
3561,Ready at Dawn,The Order: 1886
3562,Ubisoft Reflections,Grow Home
3563,Atmosphere Entertainment Studios,The Legend of Candlewind: Nights & Candles
3564,Lumenox ehf,Aaru's Awakening
3565,Capcom,Resident Evil: Revelations 2
3566,Frima Studio,Resident Evil: Revelations 2
3567,Defiant Development,Hand of Fate
3568,Connor Ullmann,Oblitus
3569,"Camouflaj, LLC",Republique Remastered
3570,Frontier Developments,ScreamRide
3571,Capcom,Resident Evil: Revelations 2
3572,Frima Studio,Resident Evil: Revelations 2
3573,Arrowhead Game Studios,Helldivers
3574,Alfa System,Oreshika: Tainted Bloodlines
3575,Sideline Amusements,Q*bert: Rebooted
3576,LOOT Entertainment,Q*bert: Rebooted
3577,GPC Games,Q*bert: Rebooted
3578,Deck 13,Lords of the Fallen
3579,City Interactive,Lords of the Fallen
3580,Nintendo Software Technology,Mario vs. Donkey Kong: Tipping Stars
3581,Devolver Digital,Hotline Miami 2: Wrong Number
3582,Dennaton,Hotline Miami 2: Wrong Number
3583,roll7,OlliOlli2: Welcome to Olliwood
3584,QLOC,DmC: Devil May Cry
3585,Ninja Theory,DmC: Devil May Cry
3586,Iridium Studios,There Came an Echo
3587,Mon Studios,Ori and the Blind Forest
3588,Dimps Corporation,Dragon Ball: Xenoverse
3589,Might and Delight,Shelter 2
3590,Aspyr,Homeworld Remastered Collection
3591,Gearbox Software,Homeworld Remastered Collection
3592,Capcom,Resident Evil: Revelations 2
3593,Frima Studio,Resident Evil: Revelations 2
3594,Moon Spider Studio,Harold
3595,Lawrence Russell,Trash TV
3596,Intelligent Systems,Code Name: S.T.E.A.M.
3597,Housemarque,Resogun
3598,XDEV,Resogun
3599,Climax Group,Resogun
3600,Colossal Order,Cities: Skylines
3601,OSome Studio,White Night
3602,Nd Cube,Mario Party 10
3603,Square Enix,Final Fantasy Type-0
3604,HexaDrive,Final Fantasy Type-0
3605,Visceral Games,Battlefield Hardline
3606,Telltale Games,Tales from the Borderlands: A Telltale Game Series
3607,Capcom,Resident Evil: Revelations 2
3608,Frima Studio,Resident Evil: Revelations 2
3609,Modern Dream,LA Cops
3610,Erik Asmussen,Robot Roller-Derby Disco Dodgeball
3611,Omega Force,Bladestorm: The Hundred Years' War
3612,Koei Tecmo Games,Bladestorm: The Hundred Years' War
3613,Mode 7 Games,Frozen Cortex
3614,GriN Multimedia,Woolfe - The Red Hood Diaries
3615,Gearbox Software,Borderlands: The Pre-Sequel
3616,Aspyr,Borderlands: The Pre-Sequel
3617,2K Australia,Borderlands: The Pre-Sequel
3618,Monster Games Inc.,Xenoblade Chronicles
3619,Monolith Soft,Xenoblade Chronicles
3620,Telltale Games,Game of Thrones: A Telltale Games Series
3621,Gearbox Software,Borderlands: The Handsome Collection
3622,From Software,Bloodborne
3623,Feral Interactive,Life is Strange
3624,DONTNOD Entertainment,Life is Strange
3625,Wastelands Interactive,Worlds of Magic
3626,BioWare,Dragon Age: Inquisition
3627,Electronic Arts,Dragon Age: Inquisition
3628,Firaxis Games,Sid Meier's Starships
3629,Tom Happ,Axiom Verge
3630,Red Thread Games,Dreamfall Chapters
3631,Marvelous AQL,Story of Seasons
3632,Failbetter Games,Sunless Sea
3633,[bracket]games,Three Fourths Home
3634,Owlchemy Labs,Dyscourse
3635,Spike Chunsoft,Etrian Mystery Dungeon
3636,SCEA San Diego Studios,MLB 15: The Show
3637,Obsidian Entertainment,Pillars of Eternity
3638,From Software,Dark Souls II
3639,Namco Bandai Games,Dark Souls II
3640,Supergiant Games,Bastion
3641,Dissident Logic,Paperbound
3642,Turbine Inc.,Infinite Crisis
3643,Blue Isle Studios,Slender: The Arrival
3644,Devolver Digital,Titan Souls
3645,Acid Nerve,Titan Souls
3646,Vertex Pop,WE ARE DOOMED
3647,Warner Bros. Interactive Entertainment,Mortal Kombat X
3648,High Voltage Software,Mortal Kombat X
3649,NetherRealm Studios,Mortal Kombat X
3650,Insomniac Games,"Slow Down, Bull"
3651,Climax Group,Assassin's Creed Chronicles: China
3652,Owl Cave,The Charnel House Trilogy
3653,KnapNok Games,Affordable Space Adventures
3654,AtomicTorch,VoidExpanse
3655,Kalypso,Dungeons 2
3656,343 Industries,Halo: Spartan Strike
3657,Vanguard Games,Halo: Spartan Strike
3658,Triumph Studios,Age of Wonders III
3659,Undead Labs,State of Decay
3660,Bossa Studios,I Am Bread
3661,Just Add Water,I Am Bread
3662,Terrible Posture Games,Tower of Guns
3663,Squad,Kerbal Space Program
3664,Flying Tiger Development,Kerbal Space Program
3665,Double Fine Productions,Massive Chalice
3666,NeocoreGames,The Incredible Adventures of Van Helsing III
3667,Minor Key Games,NEON STRUCT
3668,Stainless Games,Carmageddon: Reincarnation
3669,atraxgames,Sym
3670,Blizzard Entertainment,Heroes of the Storm
3671,Cliffhanger Productions,Shadowrun Chronicles: Boston Lockdown
3672,IMGN.PRO,Kholat
3673,Good-Feel,Yoshi's Woolly World
3674,Iron Galaxy Studios,Batman: Arkham Knight
3675,Rocksteady Studios,Batman: Arkham Knight
3676,WB Games Montreal,Batman: Arkham Knight
3677,Shark Punch,The Masterplan
3678,Wander,Wander
3679,Splash Damage,Dirty Bomb
3680,Capcom,Devil May Cry 4
3681,Telltale Games,Tales from the Borderlands: A Telltale Game Series
3682,Nintendo,Dr. Mario: Miracle Cure
3683,Sam Barlow,Her Story
3684,Tomasz Waclawek,RONIN
3685,ATLUS,Etrian Odyssey 2 Untold: The Fafnir Knight
3686,Square Enix,Final Fantasy XIV Online: A Realm Reborn
3687,Night Light Interactive,Whispering Willows
3688,LOOT Interactive,Whispering Willows
3689,Abstraction Games,Whispering Willows
3690,Sony Online Entertainment,PlanetSide 2
3691,Daybreak Games,PlanetSide 2
3692,Ironward,The Red Solstice
3693,Gatling Goat Studios,Traverser
3694,TT Games,LEGO Jurassic World
3695,Warner Bros.,LEGO Jurassic World
3696,Feral Interactive,LEGO Jurassic World
3697,SCE Santa Monica,God of War III
3698,Wholesale Algorithms,God of War III
3699,Psyonix,Rocket League
3700,Aterdux Entertainment,Legends of Eisenwald
3701,Gambrinous,Guild of Dungeoneering
3702,ZeniMax Media,The Elder Scrolls Online
3703,Codemasters,F1 2015
3704,Natsume,Godzilla
3705,NATSUME ATARI Inc.,Godzilla
3706,Telltale Games,Game of Thrones: A Telltale Games Series
3707,RedLynx,Trials Fusion
3708,ThatGameCompany,Journey
3709,Tricky Pixels,Journey
3710,Blue Manchu,Card Hunter
3711,Red Thread Games,Dreamfall Chapters
3712,EA Tiburon,Rory McIlroy PGA Tour
3713,Radical Entertainment,Prototype Biohazard Bundle
3714,Game Freak,Tembo the Badass Elephant
3715,Trion Worlds,Trove
3716,ESTsoft,CABAL 2
3717,A Crowd of Monsters,Blues and Bullets
3718,Feral Interactive,Life is Strange
3719,DONTNOD Entertainment,Life is Strange
3720,FuRyu,Lost Dimension
3721,The Odd Gentlemen,King's Quest
3722,Sierra Games,King's Quest
3723,Haemimont Games,Victor Vran
3724,Rare Ltd.,Rare Replay
3725,17 Bit,Galak-Z: The Dimensional
3726,Metanet Software Inc.,N++
3727,Yanim Studio,Red Goddess: Inner World
3728,The Chinese Room,Everybody's Gone to the Rapture
3729,Croteam,The Talos Principle
3730,Mike Bithell,Volume
3731,Valhalla Game Studios,Devil's Third
3732,Telltale Games,Tales from the Borderlands: A Telltale Game Series
3733,Ty Taylor and Mario Castaneda,The Bridge
3734,The Quantum Astrophysicists Guild,The Bridge
3735,SuperMassive Games,Until Dawn
3736,BioWare,Dragon Age: Inquisition
3737,Electronic Arts,Dragon Age: Inquisition
3738,The Coalition,Gears of War
3739,Splash Damage,Gears of War
3740,Epic Games,Gears of War
3741,Kojima Productions,Metal Gear Solid V: The Phantom Pain
3742,Moby Dick Studio,Metal Gear Solid V: The Phantom Pain
3743,Spike Chunsoft,Danganronpa Another Episode: Ultra Despair Girls
3744,Level 5,LBX: Little Battlers eXperience
3745,EA Sports,Madden NFL 16
3746,Ubisoft Montpellier,ZombiU
3747,Digital Eclipse,Mega Man Legacy Collection
3748,Avalanche Software,Disney Infinity 3.0 Edition
3749,Arkane Studios,Dishonored
3750,Avalanche Studios,Mad Max
3751,Stardock,Sorcerer King
3752,Krome Studios,Toy Soldiers: War Chest
3753,Nintendo,Super Mario Maker
3754,Media Molecule,Tearaway
3755,Obsidian Entertainment,Pillars of Eternity
3756,Turn 10,Forza Motorsport 6
3757,Konami,Pro Evolution Soccer 2016
3758,EA Canada,NHL 16
3759,5 Lives Studios,Satellite Reign
3760,Frictional Games,SOMA
3761,Harebrained Schemes LLC,Shadowrun: Hong Kong
3762,Wargaming.net,World of Warships
3763,Eugen Systems,Act of Aggression
3764,Vicarious Visions,Skylanders SuperChargers
3765,Bungie Software,Destiny
3766,Activision,Destiny
3767,EA Sports,FIFA 16
3768,Electronic Arts,FIFA 16
3769,Cyanide Studios,Blood Bowl 2
3770,Cyanide,Blood Bowl 2
3771,Versus Evil,Afro Samurai 2: Revenge of Kuma Volume One
3772,Bluepoint Games,Uncharted: The Nathan Drake Collection
3773,2K Games,NBA 2K16
3774,2K Sports,NBA 2K16
3775,Visual Concepts,NBA 2K16
3776,Everything Unlimited Ltd.,The Beginner's Guide
3777,Davey Wreden,The Beginner's Guide
3778,League of Geeks,Armello
3779,Colossal Order,Cities: Skylines
3780,Harmonix Music Systems,Rock Band 4
3781,Robomodo,Tony Hawk's Pro Skater 5
3782,Firaxis Games,Sid Meier's Civilization: Beyond Earth
3783,Aspyr,Sid Meier's Civilization: Beyond Earth
3784,Koei Tecmo Games,Dragon Quest Heroes: The World Tree's Woe and the Blight Below
3785,Square Enix,Dragon Quest Heroes: The World Tree's Woe and the Blight Below
3786,Omega Force,Dragon Quest Heroes: The World Tree's Woe and the Blight Below
3787,CD Projekt Red Studio,The Witcher 3: Wild Hunt
3788,CD Projekt RED S.A.,The Witcher 3: Wild Hunt
3789,Frontier Developments,Elite: Dangerous
3790,Gaming Minds Studios,Grand Ages: Medieval
3791,Skip Ltd.,Chibi-Robo! Zip Lash
3792,13AM Games,Runbow
3793,PlatinumGames,Transformers: Devastation
3794,Koei Tecmo Games,Fatal Frame: Maiden of Black Water
3795,Telltale Games,Minecraft: Story Mode - A Telltale Games Series
3796,Introversion,Prison Architect
3797,Double Eleven,Prison Architect
3798,EA Sports,NBA Live 16
3799,Thunder Lotus Games,Jotun
3800,Nintendo,Animal Crossing: Happy Home Designer
3801,Telltale Games,Tales from the Borderlands: A Telltale Game Series
3802,Activision,Guitar Hero Live
3803,FreeStyleGames,Guitar Hero Live
3804,Feral Interactive,Life is Strange
3805,DONTNOD Entertainment,Life is Strange
3806,FuRyu,The Legend of Legacy
3807,Nintendo,The Legend of Zelda: Tri Force Heroes
3808,Untame,Mushroom 11
3809,Ubisoft Quebec,Assassin's Creed Syndicate
3810,Bandai Namco Games,Tales of Zestiria
3811,343 Industries,Halo 5: Guardians
3812,Funcom,The Park
3813,Pencil Test Studios,Armikrog
3814,n-Space,Sword Coast Legends
3815,Telltale Games,Minecraft: Story Mode - A Telltale Games Series
3816,Ghost Games,Need for Speed
3817,Treyarch,Call of Duty: Black Ops 3
3818,Beenox,Call of Duty: Black Ops 3
3819,Level 5,Yo-Kai Watch
3820,Moppin,Downwell
3821,Nixxes Software,Rise of the Tomb Raider
3822,Koch Media,Rise of the Tomb Raider
3823,Crystal Dynamics,Rise of the Tomb Raider
3824,Bethesda Game Studios,Fallout 4
3825,Yuke's,WWE 2K16
3826,Fatshark,Warhammer: End Times - Vermintide
3827,Fatshark AB,Warhammer: End Times - Vermintide
3828,Nordic Games Publishing,Warhammer: End Times - Vermintide
3829,Sega,Football Manager 2016
3830,MidBoss,Read Only Memories
3831,EA DICE,Star Wars Battlefront
3832,Telltale Games,Game of Thrones: A Telltale Games Series
3833,Camelot Software Planning,Mario Tennis: Ultra Smash
3834,Blizzard Entertainment,Starcraft II: Legacy of the Void
3835,tobyfox,Undertale
3836,From Software,Bloodborne
3837,Blue Byte,Anno 2205
3838,Telltale Games,Minecraft: Story Mode - A Telltale Games Series
3839,Skyshine Games,Skyshine's Bedlam
3840,Ubisoft Reflections,The Crew
3841,Ubisoft,The Crew
3842,Ivory Tower,The Crew
3843,Monolith Soft,Xenoblade Chronicles X
3844,Avalanche Studios,Just Cause 3
3845,Ubisoft Montreal,Tom Clancy's Rainbow Six Siege
3846,Ryu ga Gotoku Studios,Yakuza 5
